order;subj_no;userID;gender;age;chrono_cat;chrono_score;gold_msi;instrument;education;training;profession;employment;date;first_prompt;timediff;time;day;dayN;day_time;tries;bpm;smt_ms;smt_cv;exp_duration;emotion_type;emotion_cat;emotion_catN;emotion_intensity;stress_level;paq_total;location;activity;company;music_listening;pot_test;pot_general;pot_week;pot_month;pot_year;pot_10years;time_pressure;time_expansion;meta_speed;meta_slowness;sss_score;ipaq_score;ipaq_cat
626;23;Ner28r;female;32;morning;63;72;piano;6;7;11;5;22.07.2020 12:55;22.07.2020 08:31;4.4;afternoon;Wednesday;2;3_2;1;97.2678;616.8537;0.21363378;121740;boredom - indifference;negative;1;4;4;18;home;relaxation;nobody, I am alone;no;4;1;1;2;2;2;2.6;1;3;1;0.57;5511;high
627;23;Ner28r;female;32;morning;63;72;piano;6;7;11;5;22.07.2020 16:28;22.07.2020 08:31;7.95;evening;Wednesday;2;3_3;1;121.1497;495.2549;0.061855757;107289;Müde;negative;1;6;5;19;transport;travel;a large crowd;no;2;1;1;2;2;2;2.6;1;3;1;0.57;5511;high
628;23;Ner28r;female;32;morning;63;72;piano;6;7;11;5;22.07.2020 20:44;22.07.2020 08:31;12.22;night;Wednesday;2;3_4;1;135.467;442.9123;0.086936138;132275;happiness - elation ;positive;0;5;2;14;another person's home;social interaction;several friends or acquaintances;no;5;1;1;2;2;2;2.6;1;3;1;0.57;5511;high
629;23;Ner28r;female;32;morning;63;72;piano;6;7;11;5;23.07.2020 11:17;23.07.2020 08:47;2.5;morning;Thursday;3;4_1;1;98.6882;607.9756;0.1566565;96610;calm - contentment;positive;0;4;4;12;home;relaxation;nobody, I am alone;no;2;1;1;2;2;2;2.6;1;3;1;0.57;5511;high
630;23;Ner28r;female;32;morning;63;72;piano;6;7;11;5;23.07.2020 14:40;23.07.2020 08:47;5.88;afternoon;Thursday;3;4_2;1;150.2743;399.2698;0.22833143;99974;sadness - melancholy;negative;1;4;4;14;home;watching TV/movie;nobody, I am alone;yes;3;1;1;2;2;2;2.6;1;3;1;0.57;5511;high
631;23;Ner28r;female;32;morning;63;72;piano;6;7;11;5;23.07.2020 16:54;23.07.2020 08:47;8.12;evening;Thursday;3;4_3;1;128.3829;467.3519;0.082139313;98198;interest - expectancy ;positive;0;4;4;16;home;other;nobody, I am alone;no;5;1;1;2;2;2;2.6;1;3;1;0.57;5511;high
632;23;Ner28r;female;32;morning;63;72;piano;6;7;11;5;23.07.2020 20:19;23.07.2020 08:47;11.53;night;Thursday;3;4_4;1;96.231;623.5;0.072440031;144122;happiness - elation ;positive;0;4;5;14;party;partying;several friends or acquaintances;yes;6;1;1;2;2;2;2.6;1;3;1;0.57;5511;high
633;23;Ner28r;female;32;morning;63;72;piano;6;7;11;5;NA;24.07.2020 08:11;NA;morning;Friday;4;5_1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;2;2;2.6;1;3;1;0.57;5511;high
634;23;Ner28r;female;32;morning;63;72;piano;6;7;11;5;24.07.2020 12:50;24.07.2020 08:11;4.65;afternoon;Friday;4;5_2;1;146.1929;410.4167;0.113117515;188888;Müde;negative;1;6;3;19;home;other;nobody, I am alone;no;2;1;1;2;2;2;2.6;1;3;1;0.57;5511;high
635;23;Ner28r;female;32;morning;63;72;piano;6;7;11;5;24.07.2020 16:08;24.07.2020 08:11;7.95;evening;Friday;4;5_3;1;120.4239;498.24;0.06329426;124036;Müde;negative;1;6;6;16;home;watching TV/movie;nobody, I am alone;yes;5;1;1;2;2;2;2.6;1;3;1;0.57;5511;high
636;23;Ner28r;female;32;morning;63;72;piano;6;7;11;5;24.07.2020 21:24;24.07.2020 08:11;13.22;night;Friday;4;5_4;1;131.1688;457.4259;0.122561186;173243;happiness - elation ;positive;0;4;4;17;home;social interaction;an acquaintance or colleague;yes;5;1;1;2;2;2;2.6;1;3;1;0.57;5511;high
637;23;Ner28r;female;32;morning;63;72;piano;6;7;11;5;25.07.2020 09:20;25.07.2020 08:47;0.55;morning;Saturday;5;6_1;2;142.1915;421.9661;0.052705198;231477;Müde;negative;1;7;2;20;home;social interaction;partner or friend;no;5;1;1;2;2;2;2.6;1;3;1;0.57;5511;high
638;23;Ner28r;female;32;morning;63;72;piano;6;7;11;5;NA;25.07.2020 08:47;NA;afternoon;Saturday;5;6_2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;2;2;2.6;1;3;1;0.57;5511;high
639;23;Ner28r;female;32;morning;63;72;piano;6;7;11;5;25.07.2020 18:10;25.07.2020 08:47;9.38;evening;Saturday;5;6_3;1;148.5623;403.871;0.091362107;150694;Erschöpft ;negative;1;5;6;28;outdoors;physical activity;several friends or acquaintances;yes;5;1;1;2;2;2;2.6;1;3;1;0.57;5511;high
640;23;Ner28r;female;32;morning;63;72;piano;6;7;11;5;25.07.2020 20:25;25.07.2020 08:47;11.63;night;Saturday;5;6_4;1;133.3172;450.0545;0.05434302;135500;happiness - elation ;positive;0;5;2;9;cafe;social interaction;several friends or acquaintances;yes;5;1;1;2;2;2;2.6;1;3;1;0.57;5511;high
641;23;Ner28r;female;32;morning;63;72;piano;6;7;11;5;26.07.2020 12:13;26.07.2020 08:37;3.6;morning;Sunday;6;7_1;1;150.7354;398.0484;0.069138155;102410;Müde;negative;1;6;1;7;home;other;nobody, I am alone;no;2;1;1;2;2;2;2.6;1;3;1;0.57;5511;high
642;23;Ner28r;female;32;morning;63;72;piano;6;7;11;5;26.07.2020 12:42;26.07.2020 08:37;4.08;afternoon;Sunday;6;7_2;1;125.8267;476.8462;0.053567835;93330;Verkatert;negative;1;4;4;7;home;social interaction;nobody, I am alone;no;2;1;1;2;2;2;2.6;1;3;1;0.57;5511;high
643;23;Ner28r;female;32;morning;63;72;piano;6;7;11;5;26.07.2020 19:13;26.07.2020 08:37;10.6;evening;Sunday;6;7_3;1;144.9217;414.0167;0.213181495;119664;boredom - indifference;negative;1;4;4;7;outdoors;social interaction;an acquaintance or colleague;no;2;1;1;2;2;2;2.6;1;3;1;0.57;5511;high
644;23;Ner28r;female;32;morning;63;72;piano;6;7;11;5;26.07.2020 20:49;26.07.2020 08:37;12.2;night;Sunday;6;7_4;1;133.5984;449.1071;0.057295712;110792;pleasure - enjoyment;positive;0;6;2;8;cafe;social interaction;an acquaintance or colleague;no;6;1;1;2;2;2;2.6;1;3;1;0.57;5511;high
645;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;20.07.2020 08:32;20.07.2020 08:22;0.17;morning;Monday;0;1_1;1;60.183;996.96;0.068636415;233611;calm - contentment;positive;0;4;3;19;home;house work;nobody, I am alone;no;6;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
646;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;20.07.2020 12:30;20.07.2020 08:22;4.13;afternoon;Monday;0;1_2;1;60.562;990.72;0.052757762;207419;boredom - indifference;negative;1;4;3;15;outdoors;travel;a large crowd;no;4;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
647;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;20.07.2020 16:47;20.07.2020 08:22;8.42;evening;Monday;0;1_3;1;88.2248;680.0811;0.165894753;168917;interest - expectancy ;positive;0;5;5;31;work/university/school;work/study;one or more strangers;no;5;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
648;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;20.07.2020 20:22;20.07.2020 08:22;12;night;Monday;0;1_4;1;69.536;862.8621;0.058722161;120420;pleasure - enjoyment;positive;0;5;4;22;home;other;nobody, I am alone;no;4;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
649;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;21.07.2020 08:06;21.07.2020 08:04;0.03;morning;Tuesday;1;2_1;1;79.5021;754.697;0.049459536;203627;calm - contentment;positive;0;5;3;18;home;watching TV/movie;nobody, I am alone;no;5;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
650;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;21.07.2020 12:51;21.07.2020 08:04;4.78;afternoon;Tuesday;1;2_2;1;62.7287;956.5;0.049943006;145362;interest - expectancy ;positive;0;4;4;19;work/university/school;work/study;one or more strangers;no;6;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
651;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;21.07.2020 16:27;21.07.2020 08:04;8.38;evening;Tuesday;1;2_3;2;100.8646;594.8571;0.071184678;235330;pleasure - enjoyment;positive;0;5;4;22;work/university/school;work/study;one or more strangers;yes;4;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
652;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;21.07.2020 20:47;21.07.2020 08:04;12.72;night;Tuesday;1;2_4;1;67.909;883.5357;0.048095512;123488;pleasure - enjoyment;positive;0;5;3;17;home;house work;nobody, I am alone;no;6;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
653;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;22.07.2020 08:33;22.07.2020 08:31;0.03;morning;Wednesday;2;3_1;1;68.326;878.1429;0.14185721;232435;NAchdenklich ;negative;1;5;3;16;transport;travel;one or more strangers;no;5;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
654;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;22.07.2020 12:54;22.07.2020 08:31;4.38;afternoon;Wednesday;2;3_2;1;70.6972;848.6897;0.033006694;227400;anger - irritation;negative;1;4;3;17;home;house work;nobody, I am alone;no;5;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
655;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;22.07.2020 16:13;22.07.2020 08:31;7.7;evening;Wednesday;2;3_3;1;81.1391;739.4706;0.036931859;142938;sadness - melancholy;negative;1;5;5;21;home;house work;nobody, I am alone;no;6;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
656;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;22.07.2020 20:51;22.07.2020 08:31;12.33;night;Wednesday;2;3_4;1;81.6719;734.6471;0.073632746;126405;interest - expectancy ;positive;0;4;4;20;home;social interaction;nobody, I am alone;no;6;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
657;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;23.07.2020 08:49;23.07.2020 08:47;0.03;morning;Thursday;3;4_1;1;81.1101;739.7353;0.046595712;156766;calm - contentment;positive;0;5;4;18;home;having a meal;nobody, I am alone;no;6;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
658;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;23.07.2020 12:33;23.07.2020 08:47;3.77;afternoon;Thursday;3;4_2;1;94.5738;634.425;0.128155817;186443;surprise - astonishment ;positive;0;5;5;18;outdoors;travel;one or more strangers;no;5;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
659;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;23.07.2020 17:09;23.07.2020 08:47;8.37;evening;Thursday;3;4_3;1;80.9452;741.2424;0.044861114;247000;stress;negative;1;5;6;32;work/university/school;work/study;an acquaintance or colleague;yes;5;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
660;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;23.07.2020 20:36;23.07.2020 08:47;11.82;night;Thursday;3;4_4;1;94.8429;632.625;0.139159824;182350;happiness - elation ;positive;0;4;5;34;gym;physical activity;one or more strangers;yes;5;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
661;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;24.07.2020 08:13;24.07.2020 08:11;0.03;morning;Friday;4;5_1;1;98.7577;607.5476;0.069158559;114085;calm - contentment;positive;0;4;4;20;home;relaxation;nobody, I am alone;no;6;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
662;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;24.07.2020 12:34;24.07.2020 08:11;4.38;afternoon;Friday;4;5_2;1;96.7469;620.175;0.251125239;136421;pleasure - enjoyment;positive;0;4;5;23;work/university/school;work/study;one or more strangers;yes;5;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
663;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;24.07.2020 16:13;24.07.2020 08:11;8.03;evening;Friday;4;5_3;1;73.8242;812.7419;0.078688687;159041;pleasure - enjoyment;positive;0;4;4;25;transport;travel;one or more strangers;no;6;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
664;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;24.07.2020 20:45;24.07.2020 08:11;12.57;night;Friday;4;5_4;2;79.6973;752.8485;0.056748864;202566;boredom - indifference;negative;1;5;2;20;home;watching TV/movie;nobody, I am alone;yes;5;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
665;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;25.07.2020 08:48;25.07.2020 08:47;0.02;morning;Saturday;5;6_1;1;92.6659;647.4872;0.063259264;112472;calm - contentment;positive;0;4;4;19;home;watching TV/movie;nobody, I am alone;no;6;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
666;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;25.07.2020 12:49;25.07.2020 08:47;4.03;afternoon;Saturday;5;6_2;1;87.7366;683.8649;0.059446765;138362;pleasure - enjoyment;positive;0;4;4;27;home;house work;nobody, I am alone;yes;5;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
667;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;25.07.2020 16:12;25.07.2020 08:47;7.42;evening;Saturday;5;6_3;2;94.576;634.4103;0.059387266;161946;pleasure - enjoyment;positive;0;4;4;28;home;having a meal;nobody, I am alone;no;5;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
668;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;25.07.2020 20:35;25.07.2020 08:47;11.8;night;Saturday;5;6_4;1;98.0588;611.878;0.080848587;233621;pleasure - enjoyment;positive;0;5;3;22;pub/disco;partying;several friends or acquaintances;yes;5;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
669;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;26.07.2020 08:47;26.07.2020 08:37;0.17;morning;Sunday;6;7_1;1;96.704;620.45;0.133444787;105241;calm - contentment;positive;0;5;2;24;home;relaxation;nobody, I am alone;no;6;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
670;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;26.07.2020 13:01;26.07.2020 08:37;4.4;afternoon;Sunday;6;7_2;1;94.3211;636.125;0.060888247;322110;pleasure - enjoyment;positive;0;4;3;21;transport;travel;one or more strangers;no;5;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
671;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;26.07.2020 17:04;26.07.2020 08:37;8.45;evening;Sunday;6;7_3;1;93.3796;642.5385;0.043916244;110017;pleasure - enjoyment;positive;0;5;3;23;home;house work;nobody, I am alone;no;6;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
672;24;nke10o;female;37;neither;46;74;guitar;5;6;5;1;26.07.2020 21:06;26.07.2020 08:37;12.48;night;Sunday;6;7_4;1;91.2219;657.7368;0.040420709;107561;calm - contentment;positive;0;5;3;24;home;watching TV/movie;nobody, I am alone;no;5;1;1;1;0;2;2;1.2;2;1.33;0.48;4656;high
673;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;20.07.2020 08:33;20.07.2020 08:22;0.18;morning;Monday;0;1_1;1;72.7243;825.0333;0.039870217;179384;calm - contentment;positive;0;7;1;8;home;relaxation;partner or friend;no;7;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
674;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;20.07.2020 12:26;20.07.2020 08:22;4.07;afternoon;Monday;0;1_2;1;65.4519;916.7037;0.035301672;194885;Unruhe ;negative;1;4;5;23;home;work/study;nobody, I am alone;no;6;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
675;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;20.07.2020 17:00;20.07.2020 08:22;8.63;evening;Monday;0;1_3;1;78.7983;761.4375;0.041866358;166050;calm - contentment;positive;0;4;4;16;outdoors;physical activity;my family;no;6;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
676;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;20.07.2020 20:18;20.07.2020 08:22;11.93;night;Monday;0;1_4;1;69.9666;857.5517;0.04399742;159872;calm - contentment;positive;0;4;3;11;home;relaxation;partner or friend;no;5;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
677;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;21.07.2020 08:35;21.07.2020 08:04;0.52;morning;Tuesday;1;2_1;1;69.1443;867.75;0.077926962;128339;calm - contentment;positive;0;6;1;10;home;relaxation;partner or friend;no;6;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
678;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;21.07.2020 12:33;21.07.2020 08:04;4.48;afternoon;Tuesday;1;2_2;1;82.1554;730.3235;0.049184278;116822;Unruhe ;negative;1;4;4;15;home;work/study;nobody, I am alone;no;6;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
679;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;21.07.2020 16:16;21.07.2020 08:04;8.2;evening;Tuesday;1;2_3;1;75.0999;798.9355;0.043838779;118541;Unruhe ;negative;1;4;4;16;home;work/study;nobody, I am alone;no;7;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
680;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;21.07.2020 20:43;21.07.2020 08:04;12.65;night;Tuesday;1;2_4;1;61.267;979.32;0.059486665;129435;calm - contentment;positive;0;7;1;7;home;watching TV/movie;partner or friend;no;7;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
681;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;22.07.2020 09:10;22.07.2020 08:31;0.65;morning;Wednesday;2;3_1;1;61.6954;972.52;0.072706457;117207;calm - contentment;positive;0;7;1;9;home;relaxation;nobody, I am alone;no;6;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
682;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;22.07.2020 12:53;22.07.2020 08:31;4.37;afternoon;Wednesday;2;3_2;1;57.0554;1051.6087;0.057890513;180950;pleasure - enjoyment;positive;0;4;1;9;transport;listening to music;nobody, I am alone;yes;5;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
683;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;22.07.2020 16:20;22.07.2020 08:31;7.82;evening;Wednesday;2;3_3;1;65.0446;922.4444;0.053067125;184646;calm - contentment;positive;0;6;1;8;transport;listening to music;nobody, I am alone;no;6;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
684;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;22.07.2020 20:45;22.07.2020 08:31;12.23;night;Wednesday;2;3_4;1;66.2089;906.2222;0.053492717;118912;calm - contentment;positive;0;6;1;9;home;other;partner or friend;no;6;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
685;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;23.07.2020 09:26;23.07.2020 08:47;0.65;morning;Thursday;3;4_1;1;61.415;976.96;0.063203752;123487;calm - contentment;positive;0;6;1;8;home;relaxation;nobody, I am alone;no;6;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
686;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;23.07.2020 12:25;23.07.2020 08:47;3.63;afternoon;Thursday;3;4_2;1;81.2474;738.4848;0.041697105;154357;interest - expectancy ;positive;0;2;2;10;home;work/study;nobody, I am alone;no;7;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
687;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;23.07.2020 16:36;23.07.2020 08:47;7.82;evening;Thursday;3;4_3;1;63.4766;945.2308;0.065298629;108318;calm - contentment;positive;0;6;1;8;home;watching TV/movie;nobody, I am alone;no;6;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
688;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;23.07.2020 20:59;23.07.2020 08:47;12.2;night;Thursday;3;4_4;1;67.1436;893.6071;0.083652121;107670;happiness - elation ;positive;0;4;1;8;home;social interaction;partner or friend;no;6;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
689;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;24.07.2020 08:18;24.07.2020 08:11;0.12;morning;Friday;4;5_1;1;56.7108;1058;0.046318412;111671;calm - contentment;positive;0;7;1;10;home;relaxation;partner or friend;no;6;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
690;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;24.07.2020 12:33;24.07.2020 08:11;4.37;afternoon;Friday;4;5_2;1;73.4214;817.2;0.180983089;133903;happiness - elation ;positive;0;6;1;8;transport;listening to music;nobody, I am alone;yes;5;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
691;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;24.07.2020 16:08;24.07.2020 08:11;7.95;evening;Friday;4;5_3;1;65.7628;912.3704;0.053805291;142975;happiness - elation ;positive;0;7;1;8;home;watching TV/movie;nobody, I am alone;yes;5;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
692;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;24.07.2020 20:41;24.07.2020 08:11;12.5;night;Friday;4;5_4;1;64.1553;935.2308;0.034501947;134834;calm - contentment;positive;0;5;1;8;home;listening to music;nobody, I am alone;yes;5;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
693;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;25.07.2020 08:55;25.07.2020 08:47;0.13;morning;Saturday;5;6_1;1;55.7959;1075.3478;0.068235316;91017;calm - contentment;positive;0;6;1;8;home;relaxation;partner or friend;no;6;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
694;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;25.07.2020 15:41;25.07.2020 08:47;6.9;afternoon;Saturday;5;6_2;1;75.2427;797.4194;0.078657526;135180;happiness - elation ;positive;0;7;1;8;transport;listening to music;nobody, I am alone;yes;6;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
695;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;25.07.2020 16:11;25.07.2020 08:47;7.4;evening;Saturday;5;6_3;1;64.4548;930.8846;0.058597291;128982;calm - contentment;positive;0;4;1;8;outdoors;having a meal;my family;no;6;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
696;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;25.07.2020 20:32;25.07.2020 08:47;11.75;night;Saturday;5;6_4;1;79.6108;753.6667;0.057400414;175180;happiness - elation ;positive;0;6;1;8;transport;listening to music;nobody, I am alone;yes;5;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
697;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;26.07.2020 10:16;26.07.2020 08:37;1.65;morning;Sunday;6;7_1;1;58.5652;1024.5;0.087311506;97640;calm - contentment;positive;0;6;1;8;home;relaxation;partner or friend;no;6;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
698;25;öhm16w;female;33;neither;49;56;none;4;4;11;1;26.07.2020 12:37;26.07.2020 08:37;4;afternoon;Sunday;6;7_2;1;69.113;868.1429;0.106531588;87520;calm - contentment;positive;0;6;1;8;home;house work;partner or friend;no;5;1;1;1;1;-1;1.8;1;2.33;1;0.27;960;moderate
